max_depth,R2
1,0.40685083837895614
2,0.5432278936785688
3,0.6454432068770696
4,0.7291848661413148
5,0.8081655854812235
6,0.8623485730949293
7,0.9003672919200396
8,0.930052967497257
9,0.9501030864005756
10,0.9654231625605967
11,0.9753597166211374
12,0.9815701225114866
13,0.985783876447293
14,0.9888324943672044
15,0.9905495997865919
