test_rows,aspen_zero_carbon_rows,aspen_positive_carbon_rows,smallest_positive_Aspen_FCARBON,true_positive,false_carbon_free,false_carbon_positive,true_negative,false_carbon_free_rate,false_carbon_free_percent,carbon_onset_recall,carbon_onset_recall_percent,false_carbon_positive_rate,false_carbon_positive_percent,specificity,precision,accuracy,mean_actual_FCARBON_in_false_carbon_free_cases,median_actual_FCARBON_in_false_carbon_free_cases,max_actual_FCARBON_in_false_carbon_free_cases,most_negative_ANN_FCARBON_in_false_carbon_free_cases
9293,3945,5348,6.2700000000000006e-05,5347,1,2838,1107,0.00018698578908002991,0.018698578908002993,0.99981301421091995,99.981301421091999,0.71939163498098857,71.93916349809885,0.28060836501901143,0.65326817348808797,0.69450123749058434,0.0065615889999999996,0.0065615889999999996,0.0065615889999999996,-0.0025934570003300905
